participant,rank,size,event,timestamp,duration,data
Dirichlet,0,1,advance,1715679047326677,322.0,
Dirichlet,0,1,solver.advance,1715679047326999,113213.0,
Dirichlet,0,1,advance,1715679047440213,319.0,
Dirichlet,0,1,solver.advance,1715679047440532,113938.0,
Dirichlet,0,1,advance,1715679047554472,278.0,
Dirichlet,0,1,solver.advance,1715679047555643,113754.0,
Dirichlet,0,1,advance,1715679047669399,306.0,
Dirichlet,0,1,solver.advance,1715679047669705,112939.0,
Dirichlet,0,1,advance,1715679047782645,303.0,
Dirichlet,0,1,solver.advance,1715679047782948,113209.0,
Dirichlet,0,1,advance,1715679047896158,301.0,
Dirichlet,0,1,solver.advance,1715679047896459,115151.0,
Dirichlet,0,1,advance,1715679048011612,330.0,
Dirichlet,0,1,solver.advance,1715679048011943,112972.0,
Dirichlet,0,1,advance,1715679048124917,317.0,
Dirichlet,0,1,solver.advance,1715679048125234,142918.0,
Dirichlet,0,1,advance,1715679048268153,308.0,
Dirichlet,0,1,solver.advance,1715679048268461,113517.0,
Dirichlet,0,1,advance,1715679048381980,310.0,
Dirichlet,0,1,solver.advance,1715679048382291,137744.0,
Dirichlet,0,1,advance,1715679048520037,333.0,
Dirichlet,0,1,solver.advance,1715679048520370,114667.0,
Dirichlet,0,1,advance,1715679048635039,332.0,
Dirichlet,0,1,solver.advance,1715679048635372,113910.0,
Dirichlet,0,1,advance,1715679048749284,270.0,
Dirichlet,0,1,solver.advance,1715679048749554,113392.0,
Dirichlet,0,1,advance,1715679048862948,315.0,
Dirichlet,0,1,solver.advance,1715679048863263,114015.0,
Dirichlet,0,1,advance,1715679048977280,287.0,
Dirichlet,0,1,solver.advance,1715679048977567,114825.0,
Dirichlet,0,1,advance,1715679049092393,1768.0,
Dirichlet,0,1,solver.advance,1715679049094162,113777.0,
Dirichlet,0,1,advance,1715679049207941,310.0,
Dirichlet,0,1,solver.advance,1715679049208252,122291.0,
Dirichlet,0,1,advance,1715679049330545,88.0,
Dirichlet,0,1,solver.advance,1715679049330633,115096.0,
Dirichlet,0,1,advance,1715679049445731,274.0,
Dirichlet,0,1,solver.advance,1715679049446005,113938.0,
Dirichlet,0,1,advance,1715679049559945,302.0,
Dirichlet,0,1,solver.advance,1715679049560248,124959.0,
Dirichlet,0,1,advance,1715679049685209,307.0,
Dirichlet,0,1,solver.advance,1715679049685516,113053.0,
Dirichlet,0,1,advance,1715679049798570,307.0,
Dirichlet,0,1,solver.advance,1715679049798878,112629.0,
Dirichlet,0,1,advance,1715679049911509,334.0,
Dirichlet,0,1,solver.advance,1715679049911844,114255.0,
Dirichlet,0,1,advance,1715679050026101,337.0,
Dirichlet,0,1,solver.advance,1715679050026439,113633.0,
Dirichlet,0,1,advance,1715679050140074,288.0,
Dirichlet,0,1,solver.advance,1715679050140363,142772.0,
Dirichlet,0,1,advance,1715679050283137,341.0,
Dirichlet,0,1,solver.advance,1715679050283478,112932.0,
Dirichlet,0,1,advance,1715679050396412,347.0,
Dirichlet,0,1,solver.advance,1715679050396759,113699.0,
Dirichlet,0,1,advance,1715679050510460,337.0,
Dirichlet,0,1,solver.advance,1715679050510797,113029.0,
Dirichlet,0,1,advance,1715679050625218,364.0,
Dirichlet,0,1,solver.advance,1715679050625582,116348.0,
Dirichlet,0,1,advance,1715679050741932,324.0,
Dirichlet,0,1,solver.advance,1715679050742256,129650.0,
Dirichlet,0,1,advance,1715679050871907,340.0,
Dirichlet,0,1,solver.advance,1715679050872247,113332.0,
Dirichlet,0,1,advance,1715679050985581,304.0,
Dirichlet,0,1,solver.advance,1715679050985886,112284.0,
Dirichlet,0,1,advance,1715679051098171,330.0,
Dirichlet,0,1,solver.advance,1715679051098502,114116.0,
Dirichlet,0,1,advance,1715679051212620,309.0,
Dirichlet,0,1,solver.advance,1715679051212929,126073.0,
Dirichlet,0,1,advance,1715679051339004,300.0,
Dirichlet,0,1,solver.advance,1715679051339304,121397.0,
Dirichlet,0,1,advance,1715679051460702,333.0,
Dirichlet,0,1,solver.advance,1715679051461035,136734.0,
Dirichlet,0,1,advance,1715679051597770,92.0,
Dirichlet,0,1,solver.advance,1715679051597862,113411.0,
Dirichlet,0,1,advance,1715679051711274,331.0,
Dirichlet,0,1,solver.advance,1715679051711605,112096.0,
Dirichlet,0,1,advance,1715679051823703,343.0,
Dirichlet,0,1,solver.advance,1715679051824047,112424.0,
Dirichlet,0,1,advance,1715679051936473,281.0,
Dirichlet,0,1,solver.advance,1715679051936754,123099.0,
Dirichlet,0,1,advance,1715679052059855,112314315.0,
Dirichlet,0,1,solver.advance,1715679164374171,9269.0,
Dirichlet,0,1,finalize,1715679164383444,817.0,
Neumann,0,1,_GLOBAL,1715678469836236,694547868.0,
Neumann,0,1,construction,1715678469836246,5935.0,
Neumann,0,1,construction/configure,1715678469836248,5416.0,
Neumann,0,1,solver.initialize,1715678469842183,226.0,
Neumann,0,1,initialize,1715678469842410,6391771.0,
Neumann,0,1,initialize/m2n.acceptPrimaryRankConnection.Dirichlet,1715678469842504,1578.0,
Neumann,0,1,solver.advance,1715678476234203,116015.0,
Neumann,0,1,advance,1715678476350221,84.0,
Neumann,0,1,solver.advance,1715678476350305,106939.0,
Neumann,0,1,advance,1715678476457246,294.0,
Neumann,0,1,solver.advance,1715678476457540,104663.0,
Neumann,0,1,advance,1715678476562205,110.0,
Neumann,0,1,solver.advance,1715678476562315,113273.0,
Neumann,0,1,advance,1715678476675590,321.0,
Neumann,0,1,solver.advance,1715678476675912,124318.0,
Neumann,0,1,advance,1715678476800232,82.0,
Neumann,0,1,solver.advance,1715678476800314,106286.0,
Neumann,0,1,advance,1715678476906602,82.0,
Neumann,0,1,solver.advance,1715678476906684,106604.0,
Neumann,0,1,advance,1715678477013290,136.0,
Neumann,0,1,solver.advance,1715678477013427,107219.0,
Neumann,0,1,advance,1715678477120648,124.0,
Neumann,0,1,solver.advance,1715678477120772,145820.0,
Neumann,0,1,advance,1715678477266594,83.0,
Neumann,0,1,solver.advance,1715678477266677,108840.0,
Neumann,0,1,advance,1715678477375519,111.0,
Neumann,0,1,solver.advance,1715678477375630,117398.0,
Neumann,0,1,advance,1715678477493030,121.0,
Neumann,0,1,solver.advance,1715678477493152,118319.0,
Neumann,0,1,advance,1715678477611473,98.0,
Neumann,0,1,solver.advance,1715678477611571,131135.0,
Neumann,0,1,advance,1715678477742708,304.0,
Neumann,0,1,solver.advance,1715678477743013,117819.0,
Neumann,0,1,advance,1715678477860834,306.0,
Neumann,0,1,solver.advance,1715678477861141,150335.0,
Neumann,0,1,advance,1715678478011478,291.0,
Neumann,0,1,solver.advance,1715678478011769,102314.0,
Neumann,0,1,advance,1715678478114085,293.0,
Neumann,0,1,solver.advance,1715678478114378,107379.0,
Neumann,0,1,advance,1715678478222105,111.0,
Neumann,0,1,solver.advance,1715678478222216,111672.0,
Neumann,0,1,advance,1715678478333890,124.0,
Neumann,0,1,solver.advance,1715678478334014,104525.0,
Neumann,0,1,advance,1715678478438540,128.0,
Neumann,0,1,solver.advance,1715678478438669,106428.0,
Neumann,0,1,advance,1715678478545099,127.0,
Neumann,0,1,solver.advance,1715678478545226,221047.0,
Neumann,0,1,advance,1715678478766275,95.0,
Neumann,0,1,solver.advance,1715678478766370,117501.0,
Neumann,0,1,advance,1715678478883873,99.0,
Neumann,0,1,solver.advance,1715678478883973,107477.0,
Neumann,0,1,advance,1715678478991452,119.0,
Neumann,0,1,solver.advance,1715678478991571,118469.0,
Neumann,0,1,advance,1715678479110042,83.0,
Neumann,0,1,solver.advance,1715678479110125,112365.0,
Neumann,0,1,advance,1715678479222492,123.0,
Neumann,0,1,solver.advance,1715678479222615,117473.0,
Neumann,0,1,advance,1715678479340089,125.0,
Neumann,0,1,solver.advance,1715678479340214,106910.0,
Neumann,0,1,advance,1715678479447126,87.0,
Neumann,0,1,solver.advance,1715678479447213,106271.0,
Neumann,0,1,advance,1715678479553485,126.0,
Neumann,0,1,solver.advance,1715678479553611,126882.0,
Neumann,0,1,advance,1715678479680495,316.0,
Neumann,0,1,solver.advance,1715678479680811,124914.0,
Neumann,0,1,advance,1715678479805727,281.0,
Neumann,0,1,solver.advance,1715678479806009,107870.0,
Neumann,0,1,advance,1715678479913881,88.0,
Neumann,0,1,solver.advance,1715678479913969,136828.0,
Neumann,0,1,advance,1715678480050799,322.0,
Neumann,0,1,solver.advance,1715678480051121,160703.0,
Neumann,0,1,advance,1715678480211826,285.0,
Neumann,0,1,solver.advance,1715678480212111,121754.0,
Neumann,0,1,advance,1715678480333867,85.0,
Neumann,0,1,solver.advance,1715678480333952,109316.0,
Neumann,0,1,advance,1715678480443270,128.0,
Neumann,0,1,solver.advance,1715678480443398,106595.0,
Neumann,0,1,advance,1715678480549995,129.0,
Neumann,0,1,solver.advance,1715678480550124,108926.0,
Neumann,0,1,advance,1715678480659052,133.0,
Neumann,0,1,solver.advance,1715678480659185,139340.0,
Neumann,0,1,advance,1715678480798527,82.0,
Neumann,0,1,solver.advance,1715678480798610,116405.0,
Neumann,0,1,advance,1715678480915017,84.0,
Neumann,0,1,solver.advance,1715678480915101,107004.0,
Neumann,0,1,advance,1715678481022107,297.0,
Neumann,0,1,solver.advance,1715678481022404,104934.0,
Neumann,0,1,advance,1715678481127340,297.0,
Neumann,0,1,solver.advance,1715678481127638,108950.0,
Neumann,0,1,advance,1715678481236590,268.0,
Neumann,0,1,solver.advance,1715678481237184,109003.0,
Neumann,0,1,advance,1715678481346189,288.0,
Neumann,0,1,solver.advance,1715678481346477,115252.0,
Neumann,0,1,advance,1715678481461731,343.0,
Neumann,0,1,solver.advance,1715678481462074,107511.0,
Neumann,0,1,advance,1715678481569587,451.0,
Neumann,0,1,solver.advance,1715678481570038,111018.0,
Neumann,0,1,advance,1715678481681058,298.0,
Neumann,0,1,solver.advance,1715678481681356,111913.0,
Neumann,0,1,advance,1715678481793271,275.0,
Neumann,0,1,solver.advance,1715678481793547,108448.0,
Neumann,0,1,advance,1715678481901997,317.0,
Neumann,0,1,solver.advance,1715678481902314,108760.0,
Neumann,0,1,advance,1715678482011076,306.0,
Neumann,0,1,solver.advance,1715678482011382,112944.0,
Neumann,0,1,advance,1715678482124328,509.0,
Neumann,0,1,solver.advance,1715678482124837,106500.0,
Neumann,0,1,advance,1715678482231339,332.0,
Neumann,0,1,solver.advance,1715678482231671,108055.0,
Neumann,0,1,advance,1715678482339728,316.0,
Neumann,0,1,solver.advance,1715678482340045,106188.0,
Neumann,0,1,advance,1715678482446236,293.0,
Neumann,0,1,solver.advance,1715678482446530,109200.0,
Neumann,0,1,advance,1715678482555731,289.0,
Neumann,0,1,solver.advance,1715678482556021,113259.0,
Neumann,0,1,advance,1715678482669282,637.0,
Neumann,0,1,solver.advance,1715678482669919,137487.0,
Neumann,0,1,advance,1715678482807408,287.0,
Neumann,0,1,solver.advance,1715678482807695,108824.0,
Neumann,0,1,advance,1715678482916521,292.0,
Neumann,0,1,solver.advance,1715678482916813,108981.0,
Neumann,0,1,advance,1715678483025796,280.0,
Neumann,0,1,solver.advance,1715678483026077,108388.0,
Neumann,0,1,advance,1715678483134467,295.0,
Neumann,0,1,solver.advance,1715678483134762,107652.0,
Neumann,0,1,advance,1715678483242416,293.0,
Neumann,0,1,solver.advance,1715678483242709,108500.0,
Neumann,0,1,advance,1715678483351211,295.0,
Neumann,0,1,solver.advance,1715678483351506,106781.0,
Neumann,0,1,advance,1715678483458289,300.0,
Neumann,0,1,solver.advance,1715678483458589,108803.0,
Neumann,0,1,advance,1715678483567394,299.0,
Neumann,0,1,solver.advance,1715678483567693,119747.0,
Neumann,0,1,advance,1715678483687442,80.0,
Neumann,0,1,solver.advance,1715678483687522,120107.0,
Neumann,0,1,advance,1715678483807631,88.0,
Neumann,0,1,solver.advance,1715678483807719,123041.0,
Neumann,0,1,advance,1715678483930762,530.0,
Neumann,0,1,solver.advance,1715678483931292,107237.0,
Neumann,0,1,advance,1715678484038531,306.0,
Neumann,0,1,solver.advance,1715678484038838,109903.0,
Neumann,0,1,advance,1715678484149095,273.0,
Neumann,0,1,solver.advance,1715678484149368,108194.0,
Neumann,0,1,advance,1715678484257563,288.0,
Neumann,0,1,solver.advance,1715678484257851,117605.0,
Neumann,0,1,advance,1715678484375458,265.0,
Neumann,0,1,solver.advance,1715678484375723,111751.0,
Neumann,0,1,advance,1715678484487476,288.0,
Neumann,0,1,solver.advance,1715678484487765,109477.0,
Neumann,0,1,advance,1715678484597244,271.0,
Neumann,0,1,solver.advance,1715678484597515,134378.0,
Neumann,0,1,advance,1715678484731895,494.0,
Neumann,0,1,solver.advance,1715678484732390,109773.0,
Neumann,0,1,advance,1715678484842165,296.0,
Neumann,0,1,solver.advance,1715678484842462,109313.0,
Neumann,0,1,advance,1715678484951777,294.0,
Neumann,0,1,solver.advance,1715678484952072,120024.0,
Neumann,0,1,advance,1715678485072098,84.0,
Neumann,0,1,solver.advance,1715678485072182,111171.0,
Neumann,0,1,advance,1715678485183355,269.0,
Neumann,0,1,solver.advance,1715678485183624,108940.0,
Neumann,0,1,advance,1715678485292566,87.0,
Neumann,0,1,solver.advance,1715678485292653,107359.0,
Neumann,0,1,advance,1715678485400014,307.0,
Neumann,0,1,solver.advance,1715678485400321,106129.0,
Neumann,0,1,advance,1715678485506452,298.0,
Neumann,0,1,solver.advance,1715678485506751,108950.0,
Neumann,0,1,advance,1715678485615703,283.0,
Neumann,0,1,solver.advance,1715678485615986,137149.0,
Neumann,0,1,advance,1715678485753137,82.0,
Neumann,0,1,solver.advance,1715678485753219,107878.0,
Neumann,0,1,advance,1715678485861099,290.0,
Neumann,0,1,solver.advance,1715678485861389,110243.0,
Neumann,0,1,advance,1715678485971634,307.0,
Neumann,0,1,solver.advance,1715678485971941,107687.0,
Neumann,0,1,advance,1715678486079630,324.0,
Neumann,0,1,solver.advance,1715678486079954,109224.0,
Neumann,0,1,advance,1715678486189180,281.0,
Neumann,0,1,solver.advance,1715678486189462,110584.0,
Neumann,0,1,advance,1715678486300048,330.0,
Neumann,0,1,solver.advance,1715678486300378,109668.0,
Neumann,0,1,advance,1715678486410047,301.0,
Neumann,0,1,solver.advance,1715678486410348,106621.0,
Neumann,0,1,advance,1715678486516971,325.0,
Neumann,0,1,solver.advance,1715678486517296,109730.0,
Neumann,0,1,advance,1715678486627027,298.0,
Neumann,0,1,solver.advance,1715678486627325,125363.0,
Neumann,0,1,advance,1715678486752689,302.0,
Neumann,0,1,solver.advance,1715678486752992,127454.0,
Neumann,0,1,advance,1715678486880448,316.0,
Neumann,0,1,solver.advance,1715678486880764,108477.0,
Neumann,0,1,advance,1715678486989243,253.0,
Neumann,0,1,solver.advance,1715678486989818,108960.0,
Neumann,0,1,advance,1715678487098780,305.0,
Neumann,0,1,solver.advance,1715678487099086,109595.0,
Neumann,0,1,advance,1715678487208683,277.0,
Neumann,0,1,solver.advance,1715678487208960,109282.0,
Neumann,0,1,advance,1715678487318244,286.0,
Neumann,0,1,solver.advance,1715678487318530,107274.0,
Neumann,0,1,advance,1715678487425806,296.0,
Neumann,0,1,solver.advance,1715678487426103,110705.0,
Neumann,0,1,advance,1715678487536810,287.0,
Neumann,0,1,solver.advance,1715678487537097,108378.0,
Neumann,0,1,advance,1715678487645477,292.0,
Neumann,0,1,solver.advance,1715678487645769,137862.0,
Neumann,0,1,advance,1715678487783633,88.0,
Neumann,0,1,solver.advance,1715678487783721,108601.0,
Neumann,0,1,advance,1715678487892324,303.0,
Neumann,0,1,solver.advance,1715678487892627,107054.0,
Neumann,0,1,advance,1715678487999683,257.0,
Neumann,0,1,solver.advance,1715678487999940,118075.0,
Neumann,0,1,advance,1715678488118017,309.0,
Neumann,0,1,solver.advance,1715678488118326,108756.0,
Neumann,0,1,advance,1715678488227084,301.0,
Neumann,0,1,solver.advance,1715678488227386,108848.0,
Neumann,0,1,advance,1715678488336236,318.0,
Neumann,0,1,solver.advance,1715678488336554,107091.0,
Neumann,0,1,advance,1715678488443647,904.0,
Neumann,0,1,solver.advance,1715678488444551,108139.0,
Neumann,0,1,advance,1715678488552692,294.0,
Neumann,0,1,solver.advance,1715678488552986,117302.0,
Neumann,0,1,advance,1715678488670290,314.0,
Neumann,0,1,solver.advance,1715678488670604,164672.0,
Neumann,0,1,advance,1715678488835278,85.0,
Neumann,0,1,solver.advance,1715678488835363,112468.0,
Neumann,0,1,advance,1715678488947833,86.0,
Neumann,0,1,solver.advance,1715678488947919,105720.0,
Neumann,0,1,advance,1715678489053641,297.0,
Neumann,0,1,solver.advance,1715678489053938,107222.0,
Neumann,0,1,advance,1715678489161162,301.0,
Neumann,0,1,solver.advance,1715678489161463,109195.0,
Neumann,0,1,advance,1715678489270660,300.0,
Neumann,0,1,solver.advance,1715678489270961,119276.0,
Neumann,0,1,advance,1715678489390239,303.0,
Neumann,0,1,solver.advance,1715678489390543,107043.0,
Neumann,0,1,advance,1715678489497588,306.0,
Neumann,0,1,solver.advance,1715678489497894,107838.0,
Neumann,0,1,advance,1715678489605734,278.0,
Neumann,0,1,solver.advance,1715678489606013,131109.0,
Neumann,0,1,advance,1715678489737124,329.0,
Neumann,0,1,solver.advance,1715678489737453,109393.0,
Neumann,0,1,advance,1715678489846847,333.0,
Neumann,0,1,solver.advance,1715678489847180,107812.0,
Neumann,0,1,advance,1715678489955231,283.0,
Neumann,0,1,solver.advance,1715678489955514,109495.0,
Neumann,0,1,advance,1715678490065012,290.0,
Neumann,0,1,solver.advance,1715678490065303,107142.0,
Neumann,0,1,advance,1715678490172447,305.0,
Neumann,0,1,solver.advance,1715678490172752,160409.0,
Neumann,0,1,advance,1715678490333163,292.0,
Neumann,0,1,solver.advance,1715678490333456,107573.0,
Neumann,0,1,advance,1715678490441031,315.0,
Neumann,0,1,solver.advance,1715678490441347,108605.0,
Neumann,0,1,advance,1715678490549954,320.0,
Neumann,0,1,solver.advance,1715678490550274,107703.0,
Neumann,0,1,advance,1715678490657978,315.0,
Neumann,0,1,solver.advance,1715678490658294,129520.0,
Neumann,0,1,advance,1715678490787815,253.0,
Neumann,0,1,solver.advance,1715678490788068,106757.0,
Neumann,0,1,advance,1715678490894827,302.0,
Neumann,0,1,solver.advance,1715678490895130,109234.0,
Neumann,0,1,advance,1715678491004366,270.0,
Neumann,0,1,solver.advance,1715678491004637,117427.0,
Neumann,0,1,advance,1715678491122066,312.0,
Neumann,0,1,solver.advance,1715678491122378,108916.0,
Neumann,0,1,advance,1715678491231296,285.0,
Neumann,0,1,solver.advance,1715678491231581,107342.0,
Neumann,0,1,advance,1715678491338925,316.0,
Neumann,0,1,solver.advance,1715678491339241,107580.0,
Neumann,0,1,advance,1715678491446823,295.0,
Neumann,0,1,solver.advance,1715678491447118,106311.0,
Neumann,0,1,advance,1715678491553431,291.0,
Neumann,0,1,solver.advance,1715678491553723,120039.0,
Neumann,0,1,advance,1715678491673764,281.0,
Neumann,0,1,solver.advance,1715678491674046,130353.0,
Neumann,0,1,advance,1715678491804401,269.0,
Neumann,0,1,solver.advance,1715678491804670,109552.0,
Neumann,0,1,advance,1715678491914225,306.0,
Neumann,0,1,solver.advance,1715678491914531,108968.0,
Neumann,0,1,advance,1715678492023501,284.0,
Neumann,0,1,solver.advance,1715678492023785,107205.0,
Neumann,0,1,advance,1715678492130991,300.0,
Neumann,0,1,solver.advance,1715678492131291,107509.0,
Neumann,0,1,advance,1715678492238802,295.0,
Neumann,0,1,solver.advance,1715678492239097,108206.0,
Neumann,0,1,advance,1715678492347305,296.0,
Neumann,0,1,solver.advance,1715678492347602,106889.0,
Neumann,0,1,advance,1715678492454492,309.0,
Neumann,0,1,solver.advance,1715678492454801,110574.0,
Neumann,0,1,advance,1715678492565377,293.0,
Neumann,0,1,solver.advance,1715678492565671,108797.0,
Neumann,0,1,advance,1715678492674470,303.0,
Neumann,0,1,solver.advance,1715678492674773,184638.0,
Neumann,0,1,advance,1715678492859412,87.0,
Neumann,0,1,solver.advance,1715678492859734,107497.0,
Neumann,0,1,advance,1715678492967232,86.0,
Neumann,0,1,solver.advance,1715678492967319,110538.0,
Neumann,0,1,advance,1715678493077859,294.0,
Neumann,0,1,solver.advance,1715678493078153,108355.0,
Neumann,0,1,advance,1715678493186510,253.0,
Neumann,0,1,solver.advance,1715678493186763,108466.0,
Neumann,0,1,advance,1715678493295231,279.0,
Neumann,0,1,solver.advance,1715678493295510,108129.0,
Neumann,0,1,advance,1715678493403641,294.0,
Neumann,0,1,solver.advance,1715678493403935,115226.0,
Neumann,0,1,advance,1715678493519163,305.0,
Neumann,0,1,solver.advance,1715678493519468,108271.0,
Neumann,0,1,advance,1715678493627741,282.0,
Neumann,0,1,solver.advance,1715678493628024,110116.0,
Neumann,0,1,advance,1715678493738143,384.0,
Neumann,0,1,solver.advance,1715678493738527,159500.0,
Neumann,0,1,advance,1715678493898029,308.0,
Neumann,0,1,solver.advance,1715678493898337,109196.0,
Neumann,0,1,advance,1715678494007535,284.0,
Neumann,0,1,solver.advance,1715678494007819,115066.0,
Neumann,0,1,advance,1715678494122887,299.0,
Neumann,0,1,solver.advance,1715678494123186,114974.0,
Neumann,0,1,advance,1715678494238162,287.0,
Neumann,0,1,solver.advance,1715678494238449,127215.0,
Neumann,0,1,advance,1715678494365666,528.0,
Neumann,0,1,solver.advance,1715678494366194,107850.0,
Neumann,0,1,advance,1715678494474046,285.0,
Neumann,0,1,solver.advance,1715678494474331,108056.0,
Neumann,0,1,advance,1715678494582389,273.0,
Neumann,0,1,solver.advance,1715678494582662,108852.0,
Neumann,0,1,advance,1715678494691517,333.0,
Neumann,0,1,solver.advance,1715678494691850,114758.0,
Neumann,0,1,advance,1715678494806610,304.0,
Neumann,0,1,solver.advance,1715678494806915,109645.0,
Neumann,0,1,advance,1715678494916562,316.0,
Neumann,0,1,solver.advance,1715678494916878,113873.0,
Neumann,0,1,advance,1715678495030753,316.0,
Neumann,0,1,solver.advance,1715678495031069,107130.0,
Neumann,0,1,advance,1715678495138201,311.0,
Neumann,0,1,solver.advance,1715678495138512,110578.0,
Neumann,0,1,advance,1715678495249092,301.0,
Neumann,0,1,solver.advance,1715678495249393,109676.0,
Neumann,0,1,advance,1715678495359070,123.0,
Neumann,0,1,solver.advance,1715678495359193,110932.0,
Neumann,0,1,advance,1715678495470127,128.0,
Neumann,0,1,solver.advance,1715678495470255,108316.0,
Neumann,0,1,advance,1715678495578572,129.0,
Neumann,0,1,solver.advance,1715678495578701,116834.0,
Neumann,0,1,advance,1715678495695537,103.0,
Neumann,0,1,solver.advance,1715678495695640,110696.0,
Neumann,0,1,advance,1715678495806572,104.0,
Neumann,0,1,solver.advance,1715678495806676,116245.0,
Neumann,0,1,advance,1715678495922923,139.0,
Neumann,0,1,solver.advance,1715678495923062,108292.0,
Neumann,0,1,advance,1715678496031356,287.0,
Neumann,0,1,solver.advance,1715678496031643,107067.0,
Neumann,0,1,advance,1715678496138712,289.0,
Neumann,0,1,solver.advance,1715678496139002,107606.0,
Neumann,0,1,advance,1715678496246610,263.0,
Neumann,0,1,solver.advance,1715678496246873,106753.0,
Neumann,0,1,advance,1715678496353628,304.0,
Neumann,0,1,solver.advance,1715678496353932,116169.0,
Neumann,0,1,advance,1715678496470102,305.0,
Neumann,0,1,solver.advance,1715678496470407,106476.0,
Neumann,0,1,advance,1715678496576885,312.0,
Neumann,0,1,solver.advance,1715678496577198,107305.0,
Neumann,0,1,advance,1715678496684505,84.0,
Neumann,0,1,solver.advance,1715678496684589,121053.0,
Neumann,0,1,advance,1715678496805644,276.0,
Neumann,0,1,solver.advance,1715678496805920,107463.0,
Neumann,0,1,advance,1715678496913385,295.0,
Neumann,0,1,solver.advance,1715678496913680,108065.0,
Neumann,0,1,advance,1715678497021747,279.0,
Neumann,0,1,solver.advance,1715678497022026,111943.0,
Neumann,0,1,advance,1715678497133971,301.0,
Neumann,0,1,solver.advance,1715678497134272,107968.0,
Neumann,0,1,advance,1715678497242242,285.0,
Neumann,0,1,solver.advance,1715678497242527,106765.0,
Neumann,0,1,advance,1715678497349294,309.0,
Neumann,0,1,solver.advance,1715678497349603,106686.0,
Neumann,0,1,advance,1715678497456290,334.0,
Neumann,0,1,solver.advance,1715678497456624,106811.0,
Neumann,0,1,advance,1715678497563437,302.0,
Neumann,0,1,solver.advance,1715678497563739,125987.0,
Neumann,0,1,advance,1715678497689728,303.0,
Neumann,0,1,solver.advance,1715678497690031,117100.0,
Neumann,0,1,advance,1715678497807133,275.0,
Neumann,0,1,solver.advance,1715678497807408,117044.0,
Neumann,0,1,advance,1715678497924454,309.0,
Neumann,0,1,solver.advance,1715678497924763,114202.0,
Neumann,0,1,advance,1715678498038967,300.0,
Neumann,0,1,solver.advance,1715678498039268,116220.0,
Neumann,0,1,advance,1715678498155490,307.0,
Neumann,0,1,solver.advance,1715678498155797,114493.0,
Neumann,0,1,advance,1715678498270292,314.0,
Neumann,0,1,solver.advance,1715678498270606,108920.0,
Neumann,0,1,advance,1715678498379528,327.0,
Neumann,0,1,solver.advance,1715678498379855,119163.0,
Neumann,0,1,advance,1715678498499020,325.0,
Neumann,0,1,solver.advance,1715678498499345,106780.0,
Neumann,0,1,advance,1715678498606127,273.0,
Neumann,0,1,solver.advance,1715678498606603,124641.0,
Neumann,0,1,advance,1715678498731246,308.0,
Neumann,0,1,solver.advance,1715678498731555,127187.0,
Neumann,0,1,advance,1715678498858744,304.0,
Neumann,0,1,solver.advance,1715678498859049,108927.0,
Neumann,0,1,advance,1715678498967978,292.0,
Neumann,0,1,solver.advance,1715678498968270,108033.0,
Neumann,0,1,advance,1715678499076305,314.0,
Neumann,0,1,solver.advance,1715678499076619,110484.0,
Neumann,0,1,advance,1715678499187105,257.0,
Neumann,0,1,solver.advance,1715678499187362,135102.0,
Neumann,0,1,advance,1715678499322466,288.0,
Neumann,0,1,solver.advance,1715678499322755,120339.0,
Neumann,0,1,advance,1715678499443097,297.0,
Neumann,0,1,solver.advance,1715678499443394,108954.0,
Neumann,0,1,advance,1715678499552350,312.0,
Neumann,0,1,solver.advance,1715678499552662,114310.0,
Neumann,0,1,advance,1715678499666974,310.0,
Neumann,0,1,solver.advance,1715678499667285,129268.0,
Neumann,0,1,advance,1715678499796555,278.0,
Neumann,0,1,solver.advance,1715678499796833,108826.0,
Neumann,0,1,advance,1715678499905661,339.0,
Neumann,0,1,solver.advance,1715678499906000,107614.0,
Neumann,0,1,advance,1715678500013616,285.0,
Neumann,0,1,solver.advance,1715678500013902,115773.0,
Neumann,0,1,advance,1715678500129676,659.0,
Neumann,0,1,solver.advance,1715678500130335,114989.0,
Neumann,0,1,advance,1715678500245326,291.0,
Neumann,0,1,solver.advance,1715678500245618,168636.0,
Neumann,0,1,advance,1715678500414256,275.0,
Neumann,0,1,solver.advance,1715678500414532,109028.0,
Neumann,0,1,advance,1715678500523562,304.0,
Neumann,0,1,solver.advance,1715678500523866,108316.0,
Neumann,0,1,advance,1715678500632184,85.0,
Neumann,0,1,solver.advance,1715678500632269,130838.0,
Neumann,0,1,advance,1715678500763109,303.0,
Neumann,0,1,solver.advance,1715678500763413,108405.0,
Neumann,0,1,advance,1715678500871820,296.0,
Neumann,0,1,solver.advance,1715678500872116,116034.0,
Neumann,0,1,advance,1715678500988152,267.0,
Neumann,0,1,solver.advance,1715678500988419,120423.0,
Neumann,0,1,advance,1715678501108844,297.0,
Neumann,0,1,solver.advance,1715678501109142,108744.0,
Neumann,0,1,advance,1715678501217888,283.0,
Neumann,0,1,solver.advance,1715678501218171,115493.0,
Neumann,0,1,advance,1715678501333666,299.0,
Neumann,0,1,solver.advance,1715678501333965,109551.0,
Neumann,0,1,advance,1715678501443518,340.0,
Neumann,0,1,solver.advance,1715678501443858,111152.0,
Neumann,0,1,advance,1715678501555012,296.0,
